,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
181,Arizona,4.0,2007.0,2007.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,28833.0,0.50 (Unreliable)
182,Arizona,4.0,2007.0,2007.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,16.0,28833.0,0.54 (Unreliable)
183,Arizona,4.0,2007.0,2007.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,66.0,21037.0,3.11
184,Arizona,4.0,2007.0,2007.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,29.0,21037.0,1.36
185,Arizona,4.0,2007.0,2007.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11.0,21037.0,0.54 (Unreliable)
186,Arizona,4.0,2007.0,2007.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,30.0,9968.0,2.98
187,Arizona,4.0,2007.0,2007.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20.0,9968.0,2.04
188,Arizona,4.0,2008.0,2008.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,46.0,12051.0,3.81
189,Arizona,4.0,2008.0,2008.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26.0,12051.0,2.20
190,Arizona,4.0,2008.0,2008.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14.0,12051.0,1.18 (Unreliable)
191,Arizona,4.0,2008.0,2008.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,65.0,26240.0,2.49
192,Arizona,4.0,2008.0,2008.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,37.0,26240.0,1.40
193,Arizona,4.0,2008.0,2008.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,25.0,26240.0,0.97
194,Arizona,4.0,2008.0,2008.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,17.0,26240.0,0.66 (Unreliable)
195,Arizona,4.0,2008.0,2008.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,82.0,28207.0,2.90
196,Arizona,4.0,2008.0,2008.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,42.0,28207.0,1.48
197,Arizona,4.0,2008.0,2008.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,21.0,28207.0,0.75
198,Arizona,4.0,2008.0,2008.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,65.0,20662.0,3.17
199,Arizona,4.0,2008.0,2008.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,28.0,20662.0,1.38
200,Arizona,4.0,2008.0,2008.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,44.0,10016.0,4.39
201,Arizona,4.0,2008.0,2008.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,1979.0,5.66 (Unreliable)
202,Arizona,4.0,2009.0,2009.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,31.0,10874.0,2.89
203,Arizona,4.0,2009.0,2009.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,10874.0,1.03 (Unreliable)
204,Arizona,4.0,2009.0,2009.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16.0,10874.0,1.51 (Unreliable)
205,Arizona,4.0,2009.0,2009.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,62.0,23972.0,2.58
206,Arizona,4.0,2009.0,2009.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26.0,23972.0,1.11
207,Arizona,4.0,2009.0,2009.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,22.0,23972.0,0.90
208,Arizona,4.0,2009.0,2009.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,13.0,23972.0,0.56 (Unreliable)
209,Arizona,4.0,2009.0,2009.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,73.0,26507.0,2.76
210,Arizona,4.0,2009.0,2009.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,32.0,26507.0,1.19
211,Arizona,4.0,2009.0,2009.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,26.0,26507.0,0.97
212,Arizona,4.0,2009.0,2009.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,69.0,19761.0,3.48
213,Arizona,4.0,2009.0,2009.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22.0,19761.0,1.13
214,Arizona,4.0,2009.0,2009.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,20.0,9414.0,2.15
215,Arizona,4.0,2009.0,2009.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,9414.0,2.06 (Unreliable)
216,Arizona,4.0,2010.0,2010.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,26.0,9389.0,2.80
217,Arizona,4.0,2010.0,2010.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20.0,9389.0,2.17
218,Arizona,4.0,2010.0,2010.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,9389.0,1.09 (Unreliable)
219,Arizona,4.0,2010.0,2010.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,10.0,9389.0,1.09 (Unreliable)
220,Arizona,4.0,2010.0,2010.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,10.0,22371.0,0.46 (Unreliable)
221,Arizona,4.0,2010.0,2010.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,65.0,22371.0,2.90
222,Arizona,4.0,2010.0,2010.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22.0,22371.0,1.00
223,Arizona,4.0,2010.0,2010.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,27.0,22371.0,1.19
224,Arizona,4.0,2010.0,2010.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,10.0,22371.0,0.46 (Unreliable)
225,Arizona,4.0,2010.0,2010.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,62.0,25027.0,2.47
226,Arizona,4.0,2010.0,2010.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,28.0,25027.0,1.14
227,Arizona,4.0,2010.0,2010.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,25027.0,0.61 (Unreliable)
228,Arizona,4.0,2010.0,2010.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,54.0,19391.0,2.77
229,Arizona,4.0,2010.0,2010.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20.0,19391.0,1.05
230,Arizona,4.0,2010.0,2010.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,19.0,9119.0,2.12 (Unreliable)
231,Arizona,4.0,2010.0,2010.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,9119.0,1.55 (Unreliable)
232,Arizona,4.0,2011.0,2011.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,29.0,8402.0,3.45
233,Arizona,4.0,2011.0,2011.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,8402.0,1.44 (Unreliable)
234,Arizona,4.0,2011.0,2011.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14.0,8402.0,1.71 (Unreliable)
235,Arizona,4.0,2011.0,2011.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,58.0,21898.0,2.65
236,Arizona,4.0,2011.0,2011.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,35.0,21898.0,1.61
237,Arizona,4.0,2011.0,2011.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17.0,21898.0,0.80 (Unreliable)
238,Arizona,4.0,2011.0,2011.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,12.0,21898.0,0.56 (Unreliable)
239,Arizona,4.0,2011.0,2011.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,75.0,24377.0,3.08
240,Arizona,4.0,2011.0,2011.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30.0,24377.0,1.24
241,Arizona,4.0,2011.0,2011.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,46.0,19431.0,2.37
242,Arizona,4.0,2011.0,2011.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,19431.0,0.93 (Unreliable)
243,Arizona,4.0,2011.0,2011.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,19431.0,0.53 (Unreliable)
244,Arizona,4.0,2011.0,2011.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,22.0,9150.0,2.41
245,Arizona,4.0,2011.0,2011.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,9150.0,1.22 (Unreliable)
246,Arizona,4.0,2012.0,2012.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,37.0,8119.0,4.58
247,Arizona,4.0,2012.0,2012.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,64.0,21833.0,2.95
248,Arizona,4.0,2012.0,2012.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36.0,21833.0,1.66
249,Arizona,4.0,2012.0,2012.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17.0,21833.0,0.78 (Unreliable)
250,Arizona,4.0,2012.0,2012.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,13.0,21833.0,0.60 (Unreliable)
251,Arizona,4.0,2012.0,2012.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,52.0,24745.0,2.11
252,Arizona,4.0,2012.0,2012.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30.0,24745.0,1.22
253,Arizona,4.0,2012.0,2012.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16.0,24745.0,0.65 (Unreliable)
254,Arizona,4.0,2012.0,2012.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,52.0,20131.0,2.60
255,Arizona,4.0,2012.0,2012.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30.0,20131.0,1.50
256,Arizona,4.0,2012.0,2012.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,20131.0,0.60 (Unreliable)
257,Arizona,4.0,2012.0,2012.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,27.0,9289.0,2.93
258,Arizona,4.0,2012.0,2012.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,9289.0,1.41 (Unreliable)
259,Arizona,4.0,2013.0,2013.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,28.0,7232.0,3.89
260,Arizona,4.0,2013.0,2013.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,7232.0,1.39 (Unreliable)
261,Arizona,4.0,2013.0,2013.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,7232.0,1.40 (Unreliable)
262,Arizona,4.0,2013.0,2013.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,59.0,21699.0,2.74
263,Arizona,4.0,2013.0,2013.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,27.0,21699.0,1.26
264,Arizona,4.0,2013.0,2013.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,21699.0,0.61 (Unreliable)
265,Arizona,4.0,2013.0,2013.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,64.0,24872.0,2.59
266,Arizona,4.0,2013.0,2013.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,24872.0,0.97
267,Arizona,4.0,2013.0,2013.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11.0,24872.0,0.45 (Unreliable)
268,Arizona,4.0,2013.0,2013.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,10.0,24872.0,0.41 (Unreliable)
269,Arizona,4.0,2013.0,2013.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,32.0,20081.0,1.61
270,Arizona,4.0,2013.0,2013.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,25.0,20081.0,1.26
271,Arizona,4.0,2013.0,2013.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,20081.0,0.61 (Unreliable)
272,Arizona,4.0,2013.0,2013.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,22.0,9433.0,2.35
273,Arizona,4.0,2013.0,2013.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,9433.0,1.18 (Unreliable)
274,Arizona,4.0,2013.0,2013.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,10.0,2066.0,4.87 (Unreliable)
275,Arizona,4.0,2014.0,2014.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,20.0,6622.0,3.04
276,Arizona,4.0,2014.0,2014.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,6622.0,1.67 (Unreliable)
277,Arizona,4.0,2014.0,2014.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,6622.0,1.51 (Unreliable)
278,Arizona,4.0,2014.0,2014.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,66.0,21459.0,3.09
279,Arizona,4.0,2014.0,2014.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34.0,21459.0,1.59
280,Arizona,4.0,2014.0,2014.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16.0,21459.0,0.75 (Unreliable)
281,Arizona,4.0,2014.0,2014.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,10.0,21459.0,0.47 (Unreliable)
282,Arizona,4.0,2014.0,2014.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,73.0,25164.0,2.92
283,Arizona,4.0,2014.0,2014.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30.0,25164.0,1.20
284,Arizona,4.0,2014.0,2014.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14.0,25164.0,0.56 (Unreliable)
285,Arizona,4.0,2014.0,2014.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,12.0,25164.0,0.48 (Unreliable)
286,Arizona,4.0,2014.0,2014.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,43.0,21271.0,2.04
287,Arizona,4.0,2014.0,2014.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,29.0,21271.0,1.37
288,Arizona,4.0,2014.0,2014.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,21271.0,0.71 (Unreliable)
289,Arizona,4.0,2014.0,2014.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,30.0,10089.0,2.99
290,Arizona,4.0,2014.0,2014.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,10089.0,1.79 (Unreliable)
291,Arizona,4.0,2014.0,2014.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,2098.0,5.26 (Unreliable)
292,Arizona,4.0,2015.0,2015.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,29.0,5910.0,4.94
293,Arizona,4.0,2015.0,2015.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,33.0,20664.0,1.61
294,Arizona,4.0,2015.0,2015.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,20664.0,0.88 (Unreliable)
295,Arizona,4.0,2015.0,2015.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,20664.0,0.59 (Unreliable)
296,Arizona,4.0,2015.0,2015.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,11.0,20664.0,0.54 (Unreliable)
297,Arizona,4.0,2015.0,2015.0,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,12.0,25347.0,0.48 (Unreliable)
298,Arizona,4.0,2015.0,2015.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,62.0,25347.0,2.47
299,Arizona,4.0,2015.0,2015.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34.0,25347.0,1.35
300,Arizona,4.0,2015.0,2015.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,25347.0,0.52 (Unreliable)
301,Arizona,4.0,2015.0,2015.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,11.0,25347.0,0.44 (Unreliable)
302,Arizona,4.0,2015.0,2015.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,42.0,20971.0,2.01
303,Arizona,4.0,2015.0,2015.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26.0,20971.0,1.25
304,Arizona,4.0,2015.0,2015.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11.0,20971.0,0.53 (Unreliable)
305,Arizona,4.0,2015.0,2015.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,29.0,10101.0,2.89
306,Arizona,4.0,2015.0,2015.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22.0,10101.0,2.20
307,Arizona,4.0,2015.0,2015.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,11.0,2176.0,5.09 (Unreliable)
308,Arizona,4.0,2016.0,2016.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,52.0,19868.0,2.64
