Notes,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
,Arizona,4,2009,2009,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,69,19761,3.48
,Arizona,4,2009,2009,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22,19761,1.13
,Arizona,4,2009,2009,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,20,9414,2.15
,Arizona,4,2009,2009,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19,9414,2.06 (Unreliable)
,Arizona,4,2010,2010,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,26,9389,2.80
,Arizona,4,2010,2010,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,9389,2.17
,Arizona,4,2010,2010,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,9389,1.09 (Unreliable)
,Arizona,4,2010,2010,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,10,9389,1.09 (Unreliable)
,Arizona,4,2010,2010,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,10,22371,0.46 (Unreliable)
,Arizona,4,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,65,22371,2.90
,Arizona,4,2010,2010,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22,22371,1.00
,Arizona,4,2010,2010,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,27,22371,1.19
,Arizona,4,2010,2010,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,10,22371,0.46 (Unreliable)
,Arizona,4,2010,2010,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,62,25027,2.47
,Arizona,4,2010,2010,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,28,25027,1.14
,Arizona,4,2010,2010,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,25027,0.61 (Unreliable)
,Arizona,4,2010,2010,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,54,19391,2.77
,Arizona,4,2010,2010,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,19391,1.05
,Arizona,4,2010,2010,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,19,9119,2.12 (Unreliable)
,Arizona,4,2010,2010,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,9119,1.55 (Unreliable)
,Arizona,4,2011,2011,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,29,8402,3.45
,Arizona,4,2011,2011,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,8402,1.44 (Unreliable)
,Arizona,4,2011,2011,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14,8402,1.71 (Unreliable)
,Arizona,4,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,58,21898,2.65
,Arizona,4,2011,2011,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,35,21898,1.61
,Arizona,4,2011,2011,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,21898,0.80 (Unreliable)
,Arizona,4,2011,2011,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,12,21898,0.56 (Unreliable)
,Arizona,4,2011,2011,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,75,24377,3.08
,Arizona,4,2011,2011,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,24377,1.24
,Arizona,4,2011,2011,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,46,19431,2.37
,Arizona,4,2011,2011,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,19431,0.93 (Unreliable)
,Arizona,4,2011,2011,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,19431,0.53 (Unreliable)
,Arizona,4,2011,2011,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,22,9150,2.41
,Arizona,4,2011,2011,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,9150,1.22 (Unreliable)
,Arizona,4,2012,2012,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,37,8119,4.58
,Arizona,4,2012,2012,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,64,21833,2.95
,Arizona,4,2012,2012,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36,21833,1.66
,Arizona,4,2012,2012,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,21833,0.78 (Unreliable)
,Arizona,4,2012,2012,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,13,21833,0.60 (Unreliable)
,Arizona,4,2012,2012,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,52,24745,2.11
,Arizona,4,2012,2012,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,24745,1.22
,Arizona,4,2012,2012,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,24745,0.65 (Unreliable)
,Arizona,4,2012,2012,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,52,20131,2.60
,Arizona,4,2012,2012,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,20131,1.50
,Arizona,4,2012,2012,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,20131,0.60 (Unreliable)
,Arizona,4,2012,2012,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,27,9289,2.93
,Arizona,4,2012,2012,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13,9289,1.41 (Unreliable)
,Arizona,4,2013,2013,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,28,7232,3.89
,Arizona,4,2013,2013,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7232,1.39 (Unreliable)
,Arizona,4,2013,2013,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,7232,1.40 (Unreliable)
,Arizona,4,2013,2013,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,59,21699,2.74
,Arizona,4,2013,2013,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,27,21699,1.26
,Arizona,4,2013,2013,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,21699,0.61 (Unreliable)
,Arizona,4,2013,2013,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,64,24872,2.59
,Arizona,4,2013,2013,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,24872,0.97
,Arizona,4,2013,2013,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,24872,0.45 (Unreliable)
,Arizona,4,2013,2013,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,10,24872,0.41 (Unreliable)
,Arizona,4,2013,2013,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,32,20081,1.61
,Arizona,4,2013,2013,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,25,20081,1.26
,Arizona,4,2013,2013,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,20081,0.61 (Unreliable)
,Arizona,4,2013,2013,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,22,9433,2.35
,Arizona,4,2013,2013,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,9433,1.18 (Unreliable)
,Arizona,4,2013,2013,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,10,2066,4.87 (Unreliable)
,Arizona,4,2014,2014,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,20,6622,3.04
,Arizona,4,2014,2014,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,6622,1.67 (Unreliable)
,Arizona,4,2014,2014,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,6622,1.51 (Unreliable)
,Arizona,4,2014,2014,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,66,21459,3.09
,Arizona,4,2014,2014,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34,21459,1.59
,Arizona,4,2014,2014,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,21459,0.75 (Unreliable)
,Arizona,4,2014,2014,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,10,21459,0.47 (Unreliable)
,Arizona,4,2014,2014,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,73,25164,2.92
,Arizona,4,2014,2014,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,25164,1.20
,Arizona,4,2014,2014,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14,25164,0.56 (Unreliable)
,Arizona,4,2014,2014,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,12,25164,0.48 (Unreliable)
,Arizona,4,2014,2014,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,43,21271,2.04
,Arizona,4,2014,2014,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,29,21271,1.37
,Arizona,4,2014,2014,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,21271,0.71 (Unreliable)
,Arizona,4,2014,2014,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,30,10089,2.99
,Arizona,4,2014,2014,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,10089,1.79 (Unreliable)
,Arizona,4,2014,2014,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,2098,5.26 (Unreliable)
,Arizona,4,2015,2015,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,29,5910,4.94
,Arizona,4,2015,2015,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,33,20664,1.61
,Arizona,4,2015,2015,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,20664,0.88 (Unreliable)
,Arizona,4,2015,2015,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,20664,0.59 (Unreliable)
,Arizona,4,2015,2015,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,11,20664,0.54 (Unreliable)
,Arizona,4,2015,2015,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,12,25347,0.48 (Unreliable)
,Arizona,4,2015,2015,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,62,25347,2.47
,Arizona,4,2015,2015,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34,25347,1.35
,Arizona,4,2015,2015,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,25347,0.52 (Unreliable)
,Arizona,4,2015,2015,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,11,25347,0.44 (Unreliable)
,Arizona,4,2015,2015,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,42,20971,2.01
,Arizona,4,2015,2015,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26,20971,1.25
,Arizona,4,2015,2015,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,20971,0.53 (Unreliable)
,Arizona,4,2015,2015,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,29,10101,2.89
,Arizona,4,2015,2015,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22,10101,2.20
,Arizona,4,2015,2015,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,11,2176,5.09 (Unreliable)
,Arizona,4,2016,2016,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,52,19868,2.64
,Arizona,4,2016,2016,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,19868,1.01
,Arizona,4,2016,2016,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,19868,0.86 (Unreliable)
,Arizona,4,2016,2016,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,13,19868,0.66 (Unreliable)
,Arizona,4,2016,2016,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,63,25381,2.50
,Arizona,4,2016,2016,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,25381,1.23
,Arizona,4,2016,2016,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,25381,0.67 (Unreliable)
,Arizona,4,2016,2016,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,11,25381,0.44 (Unreliable)
,Arizona,4,2016,2016,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,48,21410,2.26
,Arizona,4,2016,2016,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,21410,0.94
,Arizona,4,2016,2016,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14,21410,0.66 (Unreliable)
,Arizona,4,2016,2016,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,31,10192,3.06
,Arizona,4,2016,2016,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,10192,1.78 (Unreliable)
,Arizona,4,2017,2017,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,19,5025,3.85 (Unreliable)
,Arizona,4,2017,2017,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,47,18551,2.52
,Arizona,4,2017,2017,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,23,18551,1.26
,Arizona,4,2017,2017,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,18551,0.92 (Unreliable)
,Arizona,4,2017,2017,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,14,18551,0.76 (Unreliable)
,Arizona,4,2017,2017,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,68,24850,2.74
,Arizona,4,2017,2017,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,27,24850,1.10
,Arizona,4,2017,2017,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18,24850,0.73 (Unreliable)
,Arizona,4,2017,2017,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,11,24850,0.45 (Unreliable)
,Arizona,4,2017,2017,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,52,20796,2.49
,Arizona,4,2017,2017,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,21,20796,1.02
,Arizona,4,2017,2017,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,20796,0.53 (Unreliable)
,Arizona,4,2017,2017,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,33,10257,3.17
,Arizona,4,2017,2017,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,10257,1.09 (Unreliable)
,Arizona,4,2018,2018,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,16,4650,3.54 (Unreliable)
,Arizona,4,2018,2018,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,48,17877,2.70
,Arizona,4,2018,2018,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,17877,1.71
