Notes,Year,Year Code,State,State Code,Age of Mother 10,Age of Mother 10 Code,Births,Female Population,Fertility Rate,Average Birth Weight,Standard Deviation for Average Birth Weight,Average LMP Gestational Age,Standard Deviation for Average LMP Gestational Age,Average OE Gestational Age,Standard Deviation for Average OE Gestational Age
,2007,2007,Mississippi,28,35-39 years,35-39,2904,97854,29.68,3146.22,686.37,37.81,3.01,37.74,2.56
,2007,2007,Mississippi,28,40-44 years,40-44,551,102120,5.40,3112.16,711.24,37.55,3.06,37.68,2.51
,2007,2007,Mississippi,28,45-49 years,45-49,37,Not Available,Not Available,2964.92,569.73,37.68,2.12,37.32,2.23
,2007,2007,Missouri,29,Under 15 years,15-,107,Not Available,Not Available,3108.14,496.82,38.57,2.72,38.71,2.28
,2007,2007,Missouri,29,15 - 17 years,15-17,2688,126759,21.21,3155.98,601.36,38.49,3.08,38.52,2.61
,2007,2007,Missouri,29,18 - 19 years,18-19,6556,83182,78.82,3181.01,566.1,38.68,2.75,38.6,2.23
,2007,2007,Missouri,29,20-24 years,20-24,23517,204232,115.15,3242.7,573.72,38.66,2.61,38.55,2.14
,2007,2007,Missouri,29,25-29 years,25-29,24614,197448,124.66,3298.83,586.42,38.57,2.5,38.49,2.13
,2007,2007,Missouri,29,30-34 years,30-34,15964,177268,90.06,3333.23,609.5,38.46,2.52,38.41,2.22
,2007,2007,Missouri,29,35-39 years,35-39,7055,192164,36.71,3325.52,623.25,38.29,2.5,38.31,2.16
,2007,2007,Missouri,29,40-44 years,40-44,1345,208344,6.46,3277.66,664.76,38.13,2.63,38.18,2.34
,2007,2007,Missouri,29,45-49 years,45-49,81,Not Available,Not Available,3055.02,697.73,38.11,3.08,37.65,2.62
,2007,2007,Montana,30,15 - 17 years,15-17,342,20762,16.47,3288.9,548.14,38.53,2.69,38.74,1.92
,2007,2007,Montana,30,18 - 19 years,18-19,858,13275,64.63,3258.47,555.67,38.94,2.57,38.68,2.04
,2007,2007,Montana,30,20-24 years,20-24,3488,32879,106.09,3261.25,584.19,38.65,2.66,38.48,2.16
,2007,2007,Montana,30,25-29 years,25-29,3757,28448,132.07,3313.64,559.8,38.71,2.35,38.57,1.98
,2007,2007,Montana,30,30-34 years,30-34,2555,26000,98.27,3341.97,589.75,38.6,2.35,38.57,2.06
,2007,2007,Montana,30,35-39 years,35-39,1172,27965,41.91,3343.87,583.99,38.53,2.36,38.58,1.97
,2007,2007,Montana,30,40-44 years,40-44,244,31619,7.72,3202.58,667.86,37.95,2.68,38.15,2.46
,2007,2007,Montana,30,45-49 years,45-49,16,Not Available,Not Available,2803.94,796.11,36.94,2.93,36.56,2.65
,2007,2007,Nebraska,31,Under 15 years,15-,23,Not Available,Not Available,3134.09,535.02,39,3.03,38.82,2.87
,2007,2007,Nebraska,31,15 - 17 years,15-17,687,38428,17.88,3206.98,591.44,38.52,2.95,38.58,2.38
,2007,2007,Nebraska,31,18 - 19 years,18-19,1593,25869,61.58,3211.92,575,38.63,2.65,38.61,2.32
,2007,2007,Nebraska,31,20-24 years,20-24,6916,64680,106.93,3271.73,549.03,38.69,2.48,38.6,1.97
,2007,2007,Nebraska,31,25-29 years,25-29,8653,56973,151.88,3338.19,569.03,38.61,2.35,38.57,2.06
,2007,2007,Nebraska,31,30-34 years,30-34,5982,54833,109.09,3352.96,595.72,38.44,2.39,38.45,2.14
,2007,2007,Nebraska,31,35-39 years,35-39,2588,55093,46.98,3344.53,619.76,38.22,2.49,38.26,2.22
,2007,2007,Nebraska,31,40-44 years,40-44,467,58694,7.96,3285.71,681.95,37.97,2.55,38.24,2.14
,2007,2007,Nebraska,31,45-49 years,45-49,23,Not Available,Not Available,3167.13,753.47,36.78,4.01,37.3,3.66
,2007,2007,Nevada,32,Under 15 years,15-,76,Not Available,Not Available,3053.42,522.24,37.53,2.88,38.04,2.64
,2007,2007,Nevada,32,15 - 17 years,15-17,1466,53386,27.46,3146.88,546.76,38.31,2.72,38.45,2.23
,2007,2007,Nevada,32,18 - 19 years,18-19,2885,30851,93.51,3180.11,537.01,38.44,2.66,38.48,2.19
,2007,2007,Nevada,32,20-24 years,20-24,10666,83918,127.10,3232.05,545.29,38.51,2.44,38.5,2.01
,2007,2007,Nevada,32,25-29 years,25-29,11934,96650,123.48,3262.12,560.09,38.48,2.41,38.42,2.03
,2007,2007,Nevada,32,30-34 years,30-34,8744,87958,99.41,3263.31,579.55,38.31,2.42,38.29,2.09
,2007,2007,Nevada,32,35-39 years,35-39,4405,94137,46.79,3225.9,603.99,38.11,2.48,38.09,2.17
,2007,2007,Nevada,32,40-44 years,40-44,956,91877,10.41,3144.97,666.9,37.72,2.7,37.78,2.48
,2007,2007,Nevada,32,45-49 years,45-49,49,Not Available,Not Available,2840.12,762.77,36.82,2.72,36.87,2.63
,2007,2007,New Hampshire,33,15 - 17 years,15-17,213,28555,7.46,3275.84,513.45,39.36,2.21,39.15,1.92
,2007,2007,New Hampshire,33,18 - 19 years,18-19,711,19298,36.84,3323.66,544.2,39.37,2.41,39.12,1.97
,2007,2007,New Hampshire,33,20-24 years,20-24,2825,40706,69.40,3315.84,597.21,39.05,2.63,38.83,2.22
,2007,2007,New Hampshire,33,25-29 years,25-29,4015,35215,114.01,3380.91,578.6,39.03,2.4,38.87,2.08
,2007,2007,New Hampshire,33,30-34 years,30-34,3862,36903,104.65,3412.07,578.55,38.86,2.22,38.79,1.99
,2007,2007,New Hampshire,33,35-39 years,35-39,2044,46380,44.07,3416.75,574.87,38.73,2.11,38.74,1.81
,2007,2007,New Hampshire,33,40-44 years,40-44,448,54032,8.29,3288.92,632.24,38.35,2.56,38.36,2.33
,2007,2007,New Hampshire,33,45-49 years,45-49,39,Not Available,Not Available,3052.08,535.02,37.68,2.98,37.87,2.26
,2007,2007,New Jersey,34,Under 15 years,15-,119,Not Available,Not Available,2991.97,607.52,38.06,3.35,38.01,2.86
,2007,2007,New Jersey,34,15 - 17 years,15-17,2233,186267,11.99,3115.77,582.45,38.55,3.09,38.48,2.41
,2007,2007,New Jersey,34,18 - 19 years,18-19,5022,105056,47.80,3165.25,576.36,38.76,2.87,38.58,2.31
,2007,2007,New Jersey,34,20-24 years,20-24,19831,251072,78.99,3222.82,575.69,38.77,2.78,38.57,2.26
,2007,2007,New Jersey,34,25-29 years,25-29,29894,268721,111.25,3267.68,577.3,38.73,2.54,38.55,2.12
,2007,2007,New Jersey,34,30-34 years,30-34,34076,275801,123.55,3284.96,591.77,38.58,2.44,38.43,2.1
,2007,2007,New Jersey,34,35-39 years,35-39,20137,321771,62.58,3274.34,625.36,38.35,2.52,38.24,2.22
,2007,2007,New Jersey,34,40-44 years,40-44,4374,353824,12.36,3235.34,634.21,38.19,2.59,38.13,2.26
,2007,2007,New Jersey,34,45-49 years,45-49,346,Not Available,Not Available,3020.05,706.28,37.21,3.26,37.45,2.8
,2007,2007,New Jersey,34,50 years and over,50+,31,Not Available,Not Available,2666.84,809.14,36.61,3.14,36.16,2.52
,2007,2007,New Mexico,35,Under 15 years,15-,72,Not Available,Not Available,2922.99,810.61,37.63,4.52,37.51,4.15
,2007,2007,New Mexico,35,15 - 17 years,15-17,1604,44969,35.67,3111.95,530.51,38.52,2.69,38.6,2.23
,2007,2007,New Mexico,35,18 - 19 years,18-19,3116,28842,108.04,3146.35,521.58,38.62,2.6,38.65,2.18
,2007,2007,New Mexico,35,20-24 years,20-24,9330,68569,136.07,3182.14,539.32,38.69,2.48,38.61,2.15
,2007,2007,New Mexico,35,25-29 years,25-29,8160,66683,122.37,3221.11,553.44,38.67,2.34,38.58,2.02
,2007,2007,New Mexico,35,30-34 years,30-34,5168,58413,88.47,3219.83,589.62,38.45,2.44,38.41,2.2
,2007,2007,New Mexico,35,35-39 years,35-39,2572,62626,41.07,3217.24,589.55,38.35,2.5,38.34,2.26
,2007,2007,New Mexico,35,40-44 years,40-44,542,67484,8.03,3144.01,632.31,38.23,2.69,38.2,2.41
,2007,2007,New Mexico,35,45-49 years,45-49,47,Not Available,Not Available,2808.51,772.46,37.4,3.08,37.23,2.93
,2007,2007,New York,36,Under 15 years,15-,193,Not Available,Not Available,2996.91,691.71,37.98,3.85,37.85,3.4
,2007,2007,New York,36,15 - 17 years,15-17,5285,405793,13.02,3146.96,578.19,38.59,3,38.63,2.42
,2007,2007,New York,36,18 - 19 years,18-19,12336,270829,45.55,3166.78,593.28,38.71,2.97,38.65,2.46
,2007,2007,New York,36,20-24 years,20-24,51659,664639,77.72,3237.17,566.54,38.88,2.6,38.75,2.15
,2007,2007,New York,36,25-29 years,25-29,67509,676978,99.72,3281.08,580.32,38.77,2.49,38.66,2.12
,2007,2007,New York,36,30-34 years,30-34,66378,626341,105.98,3295.75,593.06,38.59,2.46,38.55,2.11
,2007,2007,New York,36,35-39 years,35-39,39626,689503,57.47,3292.29,620.06,38.38,2.51,38.43,2.19
,2007,2007,New York,36,40-44 years,40-44,9657,734997,13.14,3250.72,658.61,38.14,2.68,38.26,2.35
,2007,2007,New York,36,45-49 years,45-49,751,Not Available,Not Available,3023.17,756.04,37.53,3.13,37.67,2.77
,2007,2007,New York,36,50 years and over,50+,57,Not Available,Not Available,2724.49,715.3,36.54,2.41,36.82,2.6
,2007,2007,North Carolina,37,Under 15 years,15-,237,Not Available,Not Available,3014.59,645.09,37.96,3.46,38.15,3.08
,2007,2007,North Carolina,37,15 - 17 years,15-17,4780,187069,25.55,3118.06,576.53,38.52,3.07,38.58,2.43
,2007,2007,North Carolina,37,18 - 19 years,18-19,10299,127401,80.84,3130.94,615.53,38.55,3.11,38.49,2.6
,2007,2007,North Carolina,37,20-24 years,20-24,34913,304871,114.52,3210.5,604.53,38.7,2.82,38.52,2.35
,2007,2007,North Carolina,37,25-29 years,25-29,35880,305879,117.30,3278.4,608.84,38.67,2.68,38.5,2.29
,2007,2007,North Carolina,37,30-34 years,30-34,28216,304586,92.64,3311.3,631.4,38.55,2.66,38.42,2.31
,2007,2007,North Carolina,37,35-39 years,35-39,14003,338722,41.34,3303.37,658.81,38.32,2.71,38.26,2.4
,2007,2007,North Carolina,37,40-44 years,40-44,2559,341490,7.49,3229.73,700.33,38.07,2.87,38.05,2.52
,2007,2007,North Carolina,37,45-49 years,45-49,142,Not Available,Not Available,2994.55,765.96,37.58,3.07,37.46,2.82
,2007,2007,North Dakota,38,15 - 17 years,15-17,189,13049,14.48,3291.79,593.52,38.35,2.82,38.6,2.04
,2007,2007,North Dakota,38,18 - 19 years,18-19,507,10749,47.17,3325.7,616.59,38.76,2.8,38.61,2.26
,2007,2007,North Dakota,38,20-24 years,20-24,2356,27974,84.22,3328.7,544.32,38.75,2.35,38.62,1.88
,2007,2007,North Dakota,38,25-29 years,25-29,3084,19671,156.78,3355.07,589.94,38.61,2.46,38.44,2.11
,2007,2007,North Dakota,38,30-34 years,30-34,1847,18156,101.73,3375.66,587.17,38.32,2.48,38.34,2.16
,2007,2007,North Dakota,38,35-39 years,35-39,704,17925,39.27,3351.13,627.69,38.22,2.62,38.26,2.33
,2007,2007,North Dakota,38,40-44 years,40-44,140,20645,6.78,3297.01,594.87,38.21,2.23,38.33,1.94
,2007,2007,Ohio,39,Under 15 years,15-,227,Not Available,Not Available,3033.99,616.94,37.73,3.68,38.28,2.88
,2007,2007,Ohio,39,15 - 17 years,15-17,4800,249196,19.26,3131.72,591.04,38.37,3.04,38.37,2.49
,2007,2007,Ohio,39,18 - 19 years,18-19,11562,160838,71.89,3144.48,592.77,38.53,2.91,38.37,2.44
,2007,2007,Ohio,39,20-24 years,20-24,39936,373170,107.02,3204.69,590.68,38.55,2.74,38.38,2.28
,2007,2007,Ohio,39,25-29 years,25-29,44006,375706,117.13,3277.19,601.04,38.52,2.56,38.38,2.23
,2007,2007,Ohio,39,30-34 years,30-34,32029,335711,95.41,3313.95,610.94,38.43,2.47,38.35,2.18
,2007,2007,Ohio,39,35-39 years,35-39,15224,387199,39.32,3301.82,637.49,38.21,2.59,38.21,2.28
,2007,2007,Ohio,39,40-44 years,40-44,2890,411983,7.01,3242.12,663.89,38.01,2.77,38.08,2.48
,2007,2007,Ohio,39,45-49 years,45-49,201,Not Available,Not Available,3253.49,677.49,38.09,2.3,38.15,2.43
,2007,2007,Oklahoma,40,Under 15 years,15-,94,Not Available,Not Available,3062.44,675.83,38.05,3.86,37.83,3.43
,2007,2007,Oklahoma,40,15 - 17 years,15-17,2300,76815,29.94,3176.84,559.12,38.65,2.81,38.59,2.23
,2007,2007,Oklahoma,40,18 - 19 years,18-19,5243,52129,100.58,3189.14,561.13,38.62,2.69,38.52,2.15
,2007,2007,Oklahoma,40,20-24 years,20-24,17979,131137,137.10,3219.25,571.92,38.54,2.66,38.42,2.17
,2007,2007,Oklahoma,40,25-29 years,25-29,15967,122857,129.96,3285.91,565.85,38.48,2.41,38.39,1.99
,2007,2007,Oklahoma,40,30-34 years,30-34,8876,109990,80.70,3292.81,598.13,38.31,2.46,38.24,2.14
,2007,2007,Oklahoma,40,35-39 years,35-39,3818,114398,33.37,3267.3,655.34,38,2.72,38.06,2.43
,2007,2007,Oklahoma,40,40-44 years,40-44,741,120169,6.17,3214.33,657.33,37.84,2.68,37.93,2.41
,2007,2007,Oklahoma,40,45-49 years,45-49,43,Not Available,Not Available,3273.88,674.58,38.07,2.21,38.05,2.19
,2007,2007,Oregon,41,Under 15 years,15-,50,Not Available,Not Available,2930.34,754.98,37.44,4.14,37.62,3.99
,2007,2007,Oregon,41,15 - 17 years,15-17,1235,75656,16.32,3255.49,569.32,38.85,2.69,38.85,2.05
,2007,2007,Oregon,41,18 - 19 years,18-19,3108,50131,62.00,3274.1,584.52,38.85,2.82,38.75,2.35
,2007,2007,Oregon,41,20-24 years,20-24,12274,123072,99.73,3336.09,552.43,38.93,2.43,38.82,1.99
,2007,2007,Oregon,41,25-29 years,25-29,14325,127021,112.78,3391.66,558.06,38.88,2.24,38.82,1.92
,2007,2007,Oregon,41,30-34 years,30-34,11385,119016,95.66,3400.25,581.75,38.78,2.26,38.79,1.97
,2007,2007,Oregon,41,35-39 years,35-39,5790,124895,46.36,3379.54,595.21,38.57,2.22,38.66,1.96
,2007,2007,Oregon,41,40-44 years,40-44,1110,124154,8.94,3311.86,667.67,38.21,2.51,38.34,2.42
,2007,2007,Oregon,41,45-49 years,45-49,95,Not Available,Not Available,3103.57,675.28,37.61,2.89,37.82,2.41
,2007,2007,Pennsylvania,42,Under 15 years,15-,186,Not Available,Not Available,3094.19,534.06,38.15,3.32,38.58,2.16
,2007,2007,Pennsylvania,42,15 - 17 years,15-17,4320,264255,16.35,3127.97,619.74,38.47,3.12,38.47,2.69
,2007,2007,Pennsylvania,42,18 - 19 years,18-19,9521,186776,50.98,3157.77,599.66,38.71,2.85,38.56,2.46
,2007,2007,Pennsylvania,42,20-24 years,20-24,34139,411691,82.92,3222,597.12,38.73,2.7,38.57,2.31
,2007,2007,Pennsylvania,42,25-29 years,25-29,42639,382492,111.48,3300.73,603.66,38.74,2.52,38.59,2.22
,2007,2007,Pennsylvania,42,30-34 years,30-34,36734,349904,104.98,3333.57,610.92,38.6,2.46,38.51,2.2
,2007,2007,Pennsylvania,42,35-39 years,35-39,19046,415263,45.86,3329.32,628.84,38.43,2.41,38.43,2.18
,2007,2007,Pennsylvania,42,40-44 years,40-44,3909,458892,8.52,3290.52,656.2,38.22,2.57,38.3,2.31
,2007,2007,Pennsylvania,42,45-49 years,45-49,198,Not Available,Not Available,3242.3,644.42,37.92,2.93,38.15,2.34
,2007,2007,Pennsylvania,42,50 years and over,50+,21,Not Available,Not Available,2845.81,791.05,37.52,2.87,37.29,2.76
,2007,2007,Rhode Island,44,Under 15 years,15-,14,Not Available,Not Available,3123.71,442.14,38.21,3.36,38.64,2.29
,2007,2007,Rhode Island,44,15 - 17 years,15-17,386,21824,17.69,3121.25,599.49,38.61,3.2,38.52,2.62
,2007,2007,Rhode Island,44,18 - 19 years,18-19,806,18959,42.51,3209.54,564.02,38.88,2.63,38.7,2.12
,2007,2007,Rhode Island,44,20-24 years,20-24,2691,39582,67.99,3252.7,595.35,38.84,2.81,38.59,2.33
,2007,2007,Rhode Island,44,25-29 years,25-29,3304,33566,98.43,3304.74,593.13,38.8,2.56,38.56,2.25
,2007,2007,Rhode Island,44,30-34 years,30-34,2964,30295,97.84,3326.22,629.09,38.62,2.66,38.44,2.44
,2007,2007,Rhode Island,44,35-39 years,35-39,1837,37011,49.63,3319.56,672.4,38.36,2.77,38.29,2.53
,2007,2007,Rhode Island,44,40-44 years,40-44,351,40245,8.72,3268.87,688.81,38.15,2.9,38.25,2.55
,2007,2007,Rhode Island,44,45-49 years,45-49,19,Not Available,Not Available,3101.84,607.75,37.79,2.33,37.68,1.78
,2007,2007,South Carolina,45,Under 15 years,15-,123,Not Available,Not Available,3089.04,632.63,38.19,3.3,38.05,3.05
,2007,2007,South Carolina,45,15 - 17 years,15-17,2543,94241,26.98,3051.79,604.65,38.11,3.32,38.29,2.66
,2007,2007,South Carolina,45,18 - 19 years,18-19,5786,66241,87.35,3090.41,597.92,38.39,3.09,38.3,2.44
,2007,2007,South Carolina,45,20-24 years,20-24,18337,153821,119.21,3162.32,594.78,38.38,2.85,38.28,2.3
,2007,2007,South Carolina,45,25-29 years,25-29,17417,150127,116.02,3227.18,611.5,38.33,2.73,38.25,2.27
,2007,2007,South Carolina,45,30-34 years,30-34,12026,137743,87.31,3262.94,616.01,38.25,2.61,38.21,2.24
,2007,2007,South Carolina,45,35-39 years,35-39,5554,152556,36.41,3237.62,664.2,37.98,2.81,38.04,2.42
,2007,2007,South Carolina,45,40-44 years,40-44,1039,160899,6.46,3215.06,683.12,37.73,2.99,37.94,2.62
,2007,2007,South Carolina,45,45-49 years,45-49,47,Not Available,Not Available,3149.19,569.63,38.4,3.23,37.98,2.67
,2007,2007,South Dakota,46,15 - 17 years,15-17,335,17078,19.62,3224.83,631.86,38.1,3.26,38.47,2.79
,2007,2007,South Dakota,46,18 - 19 years,18-19,856,11790,72.60,3287.97,547.13,38.72,2.5,38.81,1.96
,2007,2007,South Dakota,46,20-24 years,20-24,3310,28191,117.41,3292.6,539.24,38.67,2.39,38.68,1.95
,2007,2007,South Dakota,46,25-29 years,25-29,4096,24686,165.92,3313.36,567.73,38.56,2.39,38.64,2.09
,2007,2007,South Dakota,46,30-34 years,30-34,2490,22307,111.62,3355.17,579.44,38.48,2.16,38.61,1.91
,2007,2007,South Dakota,46,35-39 years,35-39,995,22784,43.67,3341.49,604.01,38.26,2.54,38.46,2.17
,2007,2007,South Dakota,46,40-44 years,40-44,156,25524,6.11,3286.83,701.76,37.95,2.48,38.23,2.33
,2007,2007,South Dakota,46,45-49 years,45-49,14,Not Available,Not Available,3198.71,610.7,38.5,1.64,38.57,1.68
,2007,2007,Tennessee,47,Under 15 years,15-,163,Not Available,Not Available,3080.72,598.66,37.81,3.29,38.06,2.93
,2007,2007,Tennessee,47,15 - 17 years,15-17,3363,127416,26.39,3101.06,586.62,38.32,3.05,38.29,2.53
,2007,2007,Tennessee,47,18 - 19 years,18-19,7897,83573,94.49,3116.64,599.18,38.41,2.85,38.28,2.41
,2007,2007,Tennessee,47,20-24 years,20-24,26044,205412,126.79,3186.07,590.69,38.43,2.66,38.28,2.19
,2007,2007,Tennessee,47,25-29 years,25-29,24498,213936,114.51,3252.42,596.52,38.42,2.47,38.29,2.11
,2007,2007,Tennessee,47,30-34 years,30-34,16016,196038,81.70,3279.84,612.57,38.29,2.47,38.2,2.14
,2007,2007,Tennessee,47,35-39 years,35-39,7274,217647,33.42,3258.13,665.01,38.06,2.62,38,2.4
,2007,2007,Tennessee,47,40-44 years,40-44,1392,227648,6.11,3234.91,674.77,37.97,2.59,38,2.37
,2007,2007,Tennessee,47,45-49 years,45-49,59,Not Available,Not Available,3128.24,764.26,37.61,2.65,37.76,2.39
,2007,2007,Texas,48,Under 15 years,15-,887,Not Available,Not Available,3052.52,563.42,38,3.2,38.15,2.55
,2007,2007,Texas,48,15 - 17 years,15-17,18988,536710,35.38,3123.25,556.05,38.33,2.84,38.32,2.37
,2007,2007,Texas,48,18 - 19 years,18-19,35293,342229,103.13,3155.05,553.76,38.45,2.68,38.36,2.25
,2007,2007,Texas,48,20-24 years,20-24,113169,854063,132.51,3203.95,559.29,38.47,2.57,38.35,2.17
,2007,2007,Texas,48,25-29 years,25-29,110941,871577,127.29,3262.85,570.51,38.45,2.46,38.34,2.1
,2007,2007,Texas,48,30-34 years,30-34,81335,831034,97.87,3276.45,594.52,38.3,2.47,38.22,2.17
,2007,2007,Texas,48,35-39 years,35-39,39052,861877,45.31,3263.08,623.72,38.09,2.52,38.06,2.25
,2007,2007,Texas,48,40-44 years,40-44,7519,847886,8.87,3210.87,658.67,37.86,2.7,37.89,2.41
,2007,2007,Texas,48,45-49 years,45-49,419,Not Available,Not Available,3037.49,743.99,37.31,3.12,37.3,2.76
,2007,2007,Texas,48,50 years and over,50+,22,Not Available,Not Available,2722.5,902.73,35.45,4.59,35.77,3.86
,2007,2007,Utah,49,Under 15 years,15-,26,Not Available,Not Available,3092.65,680.02,37.12,3.4,37.62,3.37
,2007,2007,Utah,49,15 - 17 years,15-17,1135,61412,18.48,3126,535.17,38.42,2.75,38.38,2.22
,2007,2007,Utah,49,18 - 19 years,18-19,2640,45314,58.26,3158.93,542.65,38.51,2.59,38.38,2.16
,2007,2007,Utah,49,20-24 years,20-24,14833,113820,130.32,3237.71,517.8,38.66,2.23,38.48,1.86
,2007,2007,Utah,49,25-29 years,25-29,19574,109680,178.46,3280.96,530.88,38.54,2.1,38.4,1.84
,2007,2007,Utah,49,30-34 years,30-34,11803,92611,127.45,3307.68,550.54,38.45,2.16,38.36,1.89
,2007,2007,Utah,49,35-39 years,35-39,4278,80095,53.41,3290.27,593.38,38.25,2.36,38.21,2.14
,2007,2007,Utah,49,40-44 years,40-44,785,73337,10.70,3245.19,660.69,38.05,2.53,38.08,2.42
,2007,2007,Utah,49,45-49 years,45-49,52,Not Available,Not Available,3206.37,700.66,37.85,2.92,37.83,2.51
,2007,2007,Vermont,50,15 - 17 years,15-17,111,13211,8.40,3142.29,640.03,38.72,3.11,38.58,2.58
,2007,2007,Vermont,50,18 - 19 years,18-19,381,10244,37.19,3308.49,565.94,39.46,2.63,39.02,2.1
,2007,2007,Vermont,50,20-24 years,20-24,1513,21502,70.37,3339.77,555.12,39.31,2.48,38.99,1.96
,2007,2007,Vermont,50,25-29 years,25-29,1864,16325,114.18,3386.9,609.64,39.04,2.58,38.81,2.25
,2007,2007,Vermont,50,30-34 years,30-34,1562,17261,90.49,3435.29,561.44,39.11,2.3,38.96,1.96
,2007,2007,Vermont,50,35-39 years,35-39,887,20339,43.61,3435.91,594.05,38.83,2.31,38.88,1.99
,2007,2007,Vermont,50,40-44 years,40-44,183,23563,7.77,3299.48,615.18,38.72,2.19,38.57,1.82
,2007,2007,Virginia,51,Under 15 years,15-,119,Not Available,Not Available,3025.4,674.64,37.93,3.35,37.82,3.04
,2007,2007,Virginia,51,15 - 17 years,15-17,2607,160088,16.28,3125.2,587.47,38.61,2.84,38.52,2.41
,2007,2007,Virginia,51,18 - 19 years,18-19,6593,109115,60.42,3148.89,597.18,38.68,2.87,38.48,2.44
,2007,2007,Virginia,51,20-24 years,20-24,25752,271838,94.73,3211.58,600.89,38.7,2.73,38.48,2.34
,2007,2007,Virginia,51,25-29 years,25-29,30070,263432,114.15,3284.94,596.1,38.69,2.55,38.49,2.17
,2007,2007,Virginia,51,30-34 years,30-34,26186,252294,103.79,3307.11,603.81,38.58,2.5,38.39,2.21
,2007,2007,Virginia,51,35-39 years,35-39,14387,282701,50.89,3300.04,633.82,38.37,2.59,38.23,2.32
,2007,2007,Virginia,51,40-44 years,40-44,2972,303491,9.79,3271.69,662.99,38.16,2.76,38.11,2.49
,2007,2007,Virginia,51,45-49 years,45-49,183,Not Available,Not Available,3030.61,856.95,37.62,3.45,37.24,3.27
,2007,2007,Virginia,51,50 years and over,50+,15,Not Available,Not Available,3067.27,568.2,38,2,37.4,1.4
,2007,2007,Washington,53,Under 15 years,15-,89,Not Available,Not Available,3122.19,539.91,38.13,3.17,38.36,2.43
,2007,2007,Washington,53,15 - 17 years,15-17,2217,136296,16.27,3240.17,575.13,38.76,2.88,38.66,2.4
,2007,2007,Washington,53,18 - 19 years,18-19,5213,87011,59.91,3285.38,570.38,38.97,2.69,38.75,2.21
,2007,2007,Washington,53,20-24 years,20-24,21064,216679,97.21,3343.87,559.06,38.9,2.44,38.74,2.01
,2007,2007,Washington,53,25-29 years,25-29,25557,227415,112.38,3383.54,561.34,38.9,2.27,38.75,1.9
,2007,2007,Washington,53,30-34 years,30-34,20925,205402,101.87,3395.43,591.69,38.76,2.35,38.66,2.01
,2007,2007,Washington,53,35-39 years,35-39,11363,228546,49.72,3374.72,617.22,38.57,2.41,38.53,2.09
,2007,2007,Washington,53,40-44 years,40-44,2367,232742,10.17,3328.61,641.19,38.29,2.45,38.32,2.26
,2007,2007,Washington,53,45-49 years,45-49,164,Not Available,Not Available,3139.77,761.59,37.97,2.75,37.76,2.62
,2007,2007,Washington,53,50 years and over,50+,19,Not Available,Not Available,2962.26,952.06,36.58,2.58,36.53,3.02
,2007,2007,West Virginia,54,Under 15 years,15-,31,Not Available,Not Available,2973.77,740.34,37.1,4.14,37.58,3.34
,2007,2007,West Virginia,54,15 - 17 years,15-17,731,35315,20.70,3089.47,621.59,38.23,3.08,38.1,2.71
,2007,2007,West Virginia,54,18 - 19 years,18-19,1983,23897,82.98,3158.87,569.28,38.53,2.75,38.3,2.22
,2007,2007,West Virginia,54,20-24 years,20-24,6746,57110,118.12,3176.57,574.84,38.53,2.64,38.22,2.21
,2007,2007,West Virginia,54,25-29 years,25-29,6533,55638,117.42,3255.06,585.34,38.47,2.45,38.27,2.05
,2007,2007,West Virginia,54,30-34 years,30-34,3987,53907,73.96,3266.73,625.01,38.23,2.59,38.16,2.2
,2007,2007,West Virginia,54,35-39 years,35-39,1609,59204,27.18,3271.21,633.85,38.06,2.56,38.08,2.15
,2007,2007,West Virginia,54,40-44 years,40-44,361,62783,5.75,3132.57,703.65,37.71,2.75,37.73,2.47
,2007,2007,West Virginia,54,45-49 years,45-49,13,Not Available,Not Available,2819.92,527.67,37.54,3.34,37.08,1.94
,2007,2007,Wisconsin,55,Under 15 years,15-,80,Not Available,Not Available,3194.57,576.52,38.49,2.85,38.99,2.31
,2007,2007,Wisconsin,55,15 - 17 years,15-17,1865,120551,15.47,3155.2,613.86,38.47,3.37,38.66,2.6
,2007,2007,Wisconsin,55,18 - 19 years,18-19,4378,80137,54.63,3203.09,582.02,38.85,2.82,38.81,2.24
